mbgd_gene_id	protein_id
gd15669:T719_RS15635	ncbip:WP_000358144.1
gd15669:T719_RS15640	ncbip:WP_000015639.1
gd15669:T719_RS15645	ncbip:WP_000692003.1
gd15669:T719_RS15650	ncbip:WP_000172939.1
gd15669:T719_RS15655	ncbip:WP_000386891.1
gd15669:T719_RS15660	ncbip:WP_000805733.1
gd15669:T719_RS15665	ncbip:WP_000134545.1
gd15669:T719_RS15670	ncbip:WP_001547887.1
gd15669:T719_RS15675	ncbip:WP_000169042.1
gd15669:T719_RS15680	ncbip:WP_000036088.1
gd15669:T719_RS15685	ncbip:WP_001044915.1
gd15669:T719_RS15690	ncbip:WP_000060776.1
gd15669:T719_RS15695	ncbip:WP_000661906.1
gd15669:T719_RS15700	ncbip:WP_001048985.1
gd15669:T719_RS15705	ncbip:WP_000950548.1
gd15669:T719_RS15710	ncbip:WP_001071973.1
gd15669:T719_RS15715	ncbip:WP_000616642.1
gd15669:T719_RS15720	ncbip:WP_000406611.1
gd15669:T719_RS15725	ncbip:WP_000402172.1
gd15669:T719_RS15730	ncbip:WP_000737654.1
gd15669:T719_RS15735	ncbip:WP_000889252.1
gd15669:T719_RS15740	ncbip:WP_000894464.1
gd15669:T719_RS15745	ncbip:WP_000954654.1
gd15669:T719_RS15750	ncbip:WP_001108545.1
gd15669:T719_RS15755	ncbip:WP_000215388.1
gd15669:T719_RS15760	ncbip:WP_001103232.1
gd15669:T719_RS15765	ncbip:WP_001273058.1
gd15669:T719_RS15770	ncbip:WP_001101603.1
gd15669:T719_RS15775	ncbip:WP_001212876.1
gd15669:T719_RS15780	ncbip:WP_000832260.1
gd15669:T719_RS15785	ncbip:WP_000793070.1
gd15669:T719_RS15790	ncbip:WP_000817954.1
gd15669:T719_RS15795	ncbip:WP_000479279.1
gd15669:T719_RS15800	ncbip:WP_001044662.1
gd15669:T719_RS15805	ncbip:WP_001080809.1
gd15669:T719_RS15810	ncbip:WP_000184741.1
gd15669:T719_RS15815	ncbip:WP_000625882.1
gd15669:T719_RS15820	ncbip:WP_000976269.1
gd15669:T719_RS15825	ncbip:WP_000867203.1
gd15669:T719_RS15830	ncbip:WP_001124167.1
gd15669:T719_RS15835	ncbip:WP_001164085.1
gd15669:T719_RS15840	ncbip:WP_000980137.1
gd15669:T719_RS15845	ncbip:WP_001030771.1
gd15669:T719_RS15850	ncbip:WP_000198504.1
gd15669:T719_RS15855	ncbip:WP_000940134.1
gd15669:T719_RS15860	ncbip:WP_000802946.1
gd15669:T719_RS15865	ncbip:WP_001166505.1
gd15669:T719_RS15870	ncbip:WP_001061252.1
gd15669:T719_RS15875	ncbip:WP_000985996.1
gd15669:T719_RS15880	ncbip:WP_000143623.1
gd15669:T719_RS15885	ncbip:WP_000491755.1
gd15669:T719_RS15890	ncbip:WP_000120368.1
gd15669:T719_RS15895	ncbip:WP_000731644.1
gd15669:T719_RS15900	ncbip:WP_000081602.1
gd15669:T719_RS15905	ncbip:WP_001547949.1
gd15669:T719_RS15910	ncbip:WP_001090985.1
gd15669:T719_RS15915	ncbip:WP_000532966.1
gd15669:T719_RS15920	ncbip:WP_000833483.1
gd15669:T719_RS15925	ncbip:WP_000865624.1
gd15669:T719_RS15930	ncbip:WP_000687411.1
gd15669:T719_RS15935	ncbip:WP_000367064.1
gd15669:T719_RS15940	ncbip:WP_000152582.1
gd15669:T719_RS15945	ncbip:WP_000842860.1
gd15669:T719_RS15950	ncbip:WP_001259678.1
gd15669:T719_RS15955	ncbip:WP_000733431.1
gd15669:T719_RS15960	ncbip:WP_000545115.1
gd15669:T719_RS15965	ncbip:WP_000638613.1
gd15669:T719_RS15970	ncbip:WP_000820892.1
gd15669:T719_RS15975	ncbip:WP_000148828.1
gd15669:T719_RS15980	ncbip:WP_000358498.1
gd15669:T719_RS15985	ncbip:WP_000469890.1
gd15669:T719_RS15990	ncbip:WP_000737143.1
gd15669:T719_RS15995	ncbip:WP_000857602.1
gd15669:T719_RS16000	ncbip:WP_001283444.1
gd15669:T719_RS16005	ncbip:WP_000794407.1
gd15669:T719_RS16010	ncbip:WP_000435108.1
gd15669:T719_RS16015	ncbip:WP_000180419.1
gd15669:T719_RS16020	ncbip:WP_001288049.1
gd15669:T719_RS16025	ncbip:WP_000952048.1
gd15669:T719_RS16030	ncbip:WP_000154465.1
gd15669:T719_RS16035	ncbip:WP_001191874.1
gd15669:T719_RS16040	ncbip:WP_000776018.1
gd15669:T719_RS16045	ncbip:WP_001041272.1
gd15669:T719_RS16050	ncbip:WP_000216727.1
gd15669:T719_RS16055	ncbip:WP_001107241.1
gd15669:T719_RS16060	ncbip:WP_000587344.1
gd15669:T719_RS16065	ncbip:WP_000640743.1
gd15669:T719_RS16070	ncbip:WP_001266541.1
gd15669:T719_RS16075	ncbip:WP_001292247.1
gd15669:T719_RS16080	ncbip:WP_000450257.1
gd15669:T719_RS16085	ncbip:WP_000931237.1
gd15669:T719_RS16090	ncbip:WP_000702782.1
gd15669:T719_RS16095	ncbip:WP_000244412.1
gd15669:T719_RS16100	ncbip:WP_000149344.1
gd15669:T719_RS16105	ncbip:WP_001037807.1
gd15669:T719_RS16110	ncbip:WP_001093553.1
gd15669:T719_RS16115	ncbip:WP_000637687.1
gd15669:T719_RS16120	ncbip:WP_001062972.1
gd15669:T719_RS16125	ncbip:WP_000941336.1
gd15669:T719_RS16130	ncbip:WP_000446724.1
gd15669:T719_RS16135	ncbip:WP_000604514.1
gd15669:T719_RS16140	ncbip:WP_001217785.1
gd15669:T719_RS16145	ncbip:WP_001175781.1
gd15669:T719_RS16150	ncbip:WP_000708692.1
gd15669:T719_RS16155	ncbip:WP_000022323.1
gd15669:T719_RS16160	ncbip:WP_000098285.1
gd15669:T719_RS16165	ncbip:WP_000388742.1
gd15669:T719_RS16170	ncbip:WP_001566544.1
gd15669:T719_RS16175	ncbip:WP_000589260.1
gd15669:T719_RS16180	ncbip:WP_000180991.1
gd15669:T719_RS16185	ncbip:WP_000663030.1
gd15669:T719_RS16190	ncbip:WP_000197273.1
gd15669:T719_RS16195	ncbip:WP_000429014.1
gd15669:T719_RS16200	ncbip:WP_000193752.1
gd15669:T719_RS16205	ncbip:WP_000930014.1
gd15669:T719_RS16210	ncbip:WP_001068497.1
gd15669:T719_RS16215	ncbip:WP_000692521.1
gd15669:T719_RS16220	ncbip:WP_000855505.1
gd15669:T719_RS16225	ncbip:WP_000562498.1
gd15669:T719_RS16230	ncbip:WP_000876318.1
gd15669:T719_RS16235	ncbip:WP_001245577.1
gd15669:T719_RS16240	ncbip:WP_000616842.1
gd15669:T719_RS16245	ncbip:WP_000754443.1
gd15669:T719_RS16250	ncbip:WP_001127269.1
gd15669:T719_RS16255	ncbip:WP_000608440.1
gd15669:T719_RS16260	ncbip:WP_000287207.1
gd15669:T719_RS16265	ncbip:WP_000724887.1
gd15669:T719_RS16270	ncbip:WP_000985617.1
gd15669:T719_RS16275	ncbip:WP_000866747.1
gd15669:T719_RS16280	ncbip:WP_000795826.1
gd15669:T719_RS16285	ncbip:WP_000899890.1
gd15669:T719_RS16290	ncbip:WP_001113406.1
gd15669:T719_RS16295	ncbip:WP_000460983.1
gd15669:T719_RS16300	ncbip:WP_000258151.1
gd15669:T719_RS16305	ncbip:WP_000192947.1
gd15669:T719_RS16310	ncbip:WP_000686342.1
gd15669:T719_RS16315	ncbip:WP_001548033.1
gd15669:T719_RS16320	ncbip:WP_001057965.1
gd15669:T719_RS16325	ncbip:WP_000617735.1
gd15669:T719_RS16330	ncbip:WP_000506531.1
gd15669:T719_RS16335	ncbip:WP_000840125.1
gd15669:T719_RS16340	ncbip:WP_000749380.1
gd15669:T719_RS16345	ncbip:WP_000538141.1
gd15669:T719_RS16350	ncbip:WP_000638419.1
gd15669:T719_RS16355	ncbip:WP_000229253.1
gd15669:T719_RS16360	ncbip:WP_000662675.1
gd15669:T719_RS16365	ncbip:WP_000958224.1
gd15669:T719_RS16370	ncbip:WP_000513308.1
gd15669:T719_RS16375	ncbip:WP_001224793.1
gd15669:T719_RS16380	ncbip:WP_000057551.1
gd15669:T719_RS16385	ncbip:WP_000134963.1
gd15669:T719_RS16410	ncbip:WP_000110011.1
gd15669:T719_RS16415	ncbip:WP_000869455.1
gd15669:T719_RS16420	ncbip:WP_000939521.1
gd15669:T719_RS16425	ncbip:WP_001011598.1
gd15669:T719_RS16430	ncbip:WP_001236371.1
gd15669:T719_RS16435	ncbip:WP_000597238.1
gd15669:T719_RS16440	ncbip:WP_000251253.1
gd15669:T719_RS16445	ncbip:WP_000284752.1
gd15669:T719_RS16450	ncbip:WP_000379098.1
gd15669:T719_RS16455	ncbip:WP_000886468.1
gd15669:T719_RS16460	ncbip:WP_000535834.1
gd15669:T719_RS16465	ncbip:WP_000435806.1
gd15669:T719_RS16470	ncbip:WP_001124419.1
gd15669:T719_RS16475	ncbip:WP_000830380.1
gd15669:T719_RS16480	ncbip:WP_000163283.1
gd15669:T719_RS16485	ncbip:WP_001005407.1
gd15669:T719_RS16490	ncbip:WP_001089613.1
gd15669:T719_RS16495	ncbip:WP_000184383.1
gd15669:T719_RS16500	ncbip:WP_000186266.1
gd15669:T719_RS16505	ncbip:WP_001251889.1
gd15669:T719_RS16510	ncbip:WP_000228666.1
gd15669:T719_RS16515	ncbip:WP_000428172.1
gd15669:T719_RS16520	ncbip:WP_000037075.1
gd15669:T719_RS16525	ncbip:WP_000153530.1
gd15669:T719_RS16530	ncbip:WP_001017131.1
gd15669:T719_RS16535	ncbip:WP_000149064.1
gd15669:T719_RS16540	ncbip:WP_001110179.1
gd15669:T719_RS16545	ncbip:WP_000636142.1
gd15669:T719_RS16550	ncbip:WP_000999713.1
gd15669:T719_RS16560	ncbip:WP_001163419.1
gd15669:T719_RS16565	ncbip:WP_000544969.1
gd15669:T719_RS16570	ncbip:WP_001250336.1
gd15669:T719_RS16575	ncbip:WP_000949467.1
gd15669:T719_RS16580	ncbip:WP_000613733.1
gd15669:T719_RS16585	ncbip:WP_000140176.1
gd15669:T719_RS16590	ncbip:WP_000548781.1
gd15669:T719_RS16595	ncbip:WP_001147868.1
gd15669:T719_RS16600	ncbip:WP_001231451.1
gd15669:T719_RS16605	ncbip:WP_000545370.1
gd15669:T719_RS16610	ncbip:WP_000027928.1
gd15669:T719_RS16615	ncbip:WP_000170162.1
gd15669:T719_RS16620	ncbip:WP_000957015.1
gd15669:T719_RS16625	ncbip:WP_000831698.1
gd15669:T719_RS16630	ncbip:WP_000774565.1
gd15669:T719_RS16635	ncbip:WP_000992921.1
gd15669:T719_RS16640	ncbip:WP_000272069.1
gd15669:T719_RS16645	ncbip:WP_001165363.1
gd15669:T719_RS16650	ncbip:WP_000572878.1
gd15669:T719_RS16655	ncbip:WP_000827748.1
gd15669:T719_RS16660	ncbip:WP_000434933.1
gd15669:T719_RS16665	ncbip:WP_000669862.1
gd15669:T719_RS16670	ncbip:WP_000011538.1
gd15669:T719_RS16675	ncbip:WP_000040873.1
gd15669:T719_RS16680	ncbip:WP_000284431.1
gd15669:T719_RS16685	ncbip:WP_000897635.1
gd15669:T719_RS16690	ncbip:WP_001177817.1
gd15669:T719_RS16695	ncbip:WP_000323167.1
gd15669:T719_RS16700	ncbip:WP_031882058.1
gd15669:T719_RS16705	ncbip:WP_000149686.1
gd15669:T719_RS16710	ncbip:WP_001140871.1
gd15669:T719_RS16715	ncbip:WP_001021214.1
gd15669:T719_RS16720	ncbip:WP_000181322.1
gd15669:T719_RS16725	ncbip:WP_000205106.1
gd15669:T719_RS16730	ncbip:WP_000267034.1
gd15669:T719_RS16735	ncbip:WP_001188077.1
gd15669:T719_RS16740	ncbip:WP_000713072.1
gd15669:T719_RS16745	ncbip:WP_001033971.1
gd15669:T719_RS16750	ncbip:WP_000966288.1
gd15669:T719_RS16755	ncbip:WP_000182842.1
gd15669:T719_RS16760	ncbip:WP_001221651.1
gd15669:T719_RS16765	ncbip:WP_000763048.1
gd15669:T719_RS16770	ncbip:WP_000645727.1
gd15669:T719_RS16775	ncbip:WP_000991302.1
gd15669:T719_RS16780	ncbip:WP_000691584.1
gd15669:T719_RS16785	ncbip:WP_000681968.1
gd15669:T719_RS16790	ncbip:WP_001068542.1
gd15669:T719_RS16795	ncbip:WP_000671712.1
gd15669:T719_RS16800	ncbip:WP_001549158.1
gd15669:T719_RS16805	ncbip:WP_001549159.1
gd15669:T719_RS16810	ncbip:WP_000702263.1
gd15669:T719_RS16815	ncbip:WP_000727649.1
gd15669:T719_RS16820	ncbip:WP_001110822.1
gd15669:T719_RS16825	ncbip:WP_000919350.1
gd15669:T719_RS16830	ncbip:WP_000861038.1
gd15669:T719_RS16835	ncbip:WP_000611512.1
gd15669:T719_RS16840	ncbip:WP_001040261.1
gd15669:T719_RS16845	ncbip:WP_001153681.1
gd15669:T719_RS16850	ncbip:WP_000582165.1
gd15669:T719_RS16855	ncbip:WP_000567394.1
gd15669:T719_RS16860	ncbip:WP_001549166.1
gd15669:T719_RS16865	ncbip:WP_001096354.1
gd15669:T719_RS16870	ncbip:WP_000260578.1
gd15669:T719_RS16875	ncbip:WP_031882059.1
gd15669:T719_RS16880	ncbip:WP_000114229.1
gd15669:T719_RS16885	ncbip:WP_000755150.1
gd15669:T719_RS16890	ncbip:WP_000150936.1
gd15669:T719_RS16895	ncbip:WP_000238236.1
gd15669:T719_RS16900	ncbip:WP_000154559.1
gd15669:T719_RS16905	ncbip:WP_000642728.1
gd15669:T719_RS16910	ncbip:WP_000025274.1
gd15669:T719_RS16915	ncbip:WP_000625088.1
gd15669:T719_RS16920	ncbip:WP_000402904.1
gd15669:T719_RS16925	ncbip:WP_000988336.1
gd15669:T719_RS16930	ncbip:WP_000590122.1
gd15669:T719_RS16935	ncbip:WP_000265043.1
gd15669:T719_RS16940	ncbip:WP_000595265.1
gd15669:T719_RS16945	ncbip:WP_000592207.1
gd15669:T719_RS16950	ncbip:WP_000195803.1
gd15669:T719_RS16955	ncbip:WP_001282074.1
gd15669:T719_RS16960	ncbip:WP_000181819.1
gd15669:T719_RS16965	ncbip:WP_000700108.1
gd15669:T719_RS16970	ncbip:WP_001065101.1
gd15669:T719_RS16975	ncbip:WP_001549172.1
gd15669:T719_RS16980	ncbip:WP_000131383.1
gd15669:T719_RS16985	ncbip:WP_000101288.1
gd15669:T719_RS16990	ncbip:WP_000401977.1
gd15669:T719_RS16995	ncbip:WP_000338530.1
gd15669:T719_RS17000	ncbip:WP_000148333.1
gd15669:T719_RS17005	ncbip:WP_000934753.1
gd15669:T719_RS17010	ncbip:WP_000123910.1
gd15669:T719_RS17015	ncbip:WP_000138475.1
gd15669:T719_RS17020	ncbip:WP_000700561.1
gd15669:T719_RS17025	ncbip:WP_000291513.1
gd15669:T719_RS17030	ncbip:WP_001549178.1
gd15669:T719_RS17035	ncbip:WP_001285960.1
gd15669:T719_RS17040	ncbip:WP_001120199.1
gd15669:T719_RS17045	ncbip:WP_000549548.1
gd15669:T719_RS17050	ncbip:WP_001148642.1
gd15669:T719_RS17055	ncbip:WP_000180411.1
gd15669:T719_RS17060	ncbip:WP_001025404.1
gd15669:T719_RS17065	ncbip:WP_000854072.1
gd15669:T719_RS17070	ncbip:WP_001031454.1
gd15669:T719_RS17075	ncbip:WP_000759682.1
gd15669:T719_RS17080	ncbip:WP_000591749.1
gd15669:T719_RS17085	ncbip:WP_000705246.1
gd15669:T719_RS17090	ncbip:WP_001549185.1
gd15669:T719_RS17095	ncbip:WP_000857199.1
gd15669:T719_RS17100	ncbip:WP_000283440.1
gd15669:T719_RS17105	ncbip:WP_000595324.1
gd15669:T719_RS17110	ncbip:WP_000791407.1
gd15669:T719_RS17115	ncbip:WP_000206639.1
gd15669:T719_RS17120	ncbip:WP_000812010.1
gd15669:T719_RS17125	ncbip:WP_000825510.1
gd15669:T719_RS17130	ncbip:WP_001045079.1
gd15669:T719_RS17135	ncbip:WP_000022887.1
gd15669:T719_RS17140	ncbip:WP_000527123.1
gd15669:T719_RS17145	ncbip:WP_001293058.1
gd15669:T719_RS17150	ncbip:WP_000240645.1
gd15669:T719_RS17155	ncbip:WP_000917289.1
gd15669:T719_RS17160	ncbip:WP_000197635.1
gd15669:T719_RS17165	ncbip:WP_000120307.1
gd15669:T719_RS17170	ncbip:WP_000522384.1
gd15669:T719_RS17175	ncbip:WP_000867960.1
gd15669:T719_RS17180	ncbip:WP_001549197.1
gd15669:T719_RS17185	ncbip:WP_001105707.1
gd15669:T719_RS17190	ncbip:WP_001093929.1
gd15669:T719_RS17195	ncbip:WP_001549202.1
gd15669:T719_RS17200	ncbip:WP_000688492.1
gd15669:T719_RS17205	ncbip:WP_031882060.1
gd15669:T719_RS17210	ncbip:WP_000141414.1
gd15669:T719_RS17215	ncbip:WP_000790330.1
gd15669:T719_RS17220	ncbip:WP_001052270.1
gd15669:T719_RS17225	ncbip:WP_000581077.1
gd15669:T719_RS17230	ncbip:WP_000266883.1
gd15669:T719_RS17235	ncbip:WP_001283612.1
gd15669:T719_RS17240	ncbip:WP_000602049.1
gd15669:T719_RS17245	ncbip:WP_000106330.1
gd15669:T719_RS17250	ncbip:WP_000159034.1
gd15669:T719_RS17255	ncbip:WP_000372758.1
gd15669:T719_RS17260	ncbip:WP_001086744.1
gd15669:T719_RS17265	ncbip:WP_001003077.1
gd15669:T719_RS17270	ncbip:WP_001255791.1
gd15669:T719_RS17275	ncbip:WP_000047820.1
gd15669:T719_RS17280	ncbip:WP_000196911.1
gd15669:T719_RS17285	ncbip:WP_000214557.1
gd15669:T719_RS17290	ncbip:WP_000094576.1
gd15669:T719_RS17295	ncbip:WP_000221958.1
gd15669:T719_RS17300	ncbip:WP_000531823.1
gd15669:T719_RS17305	ncbip:WP_000718955.1
gd15669:T719_RS17310	ncbip:WP_000216853.1
gd15669:T719_RS17325	ncbip:WP_000894158.1
gd15669:T719_RS17330	ncbip:WP_000958858.1
gd15669:T719_RS17335	ncbip:WP_000872606.1
gd15669:T719_RS17340	ncbip:WP_000721310.1
gd15669:T719_RS17345	ncbip:WP_001549960.1
gd15669:T719_RS17350	ncbip:WP_001549961.1
gd15669:T719_RS17355	ncbip:WP_000979254.1
gd15669:T719_RS17360	ncbip:WP_001092189.1
gd15669:T719_RS17365	ncbip:WP_000700851.1
gd15669:T719_RS17370	ncbip:WP_000849672.1
gd15669:T719_RS17375	ncbip:WP_001186608.1
gd15669:T719_RS17380	ncbip:WP_000815640.1
gd15669:T719_RS17385	ncbip:WP_000122620.1
gd15669:T719_RS17390	ncbip:WP_001036438.1
gd15669:T719_RS17395	ncbip:WP_000613248.1
gd15669:T719_RS17400	ncbip:WP_000554504.1
gd15669:T719_RS17405	ncbip:WP_001549967.1
gd15669:T719_RS17410	ncbip:WP_001549968.1
gd15669:T719_RS17415	ncbip:WP_000673114.1
gd15669:T719_RS17420	ncbip:WP_000027972.1
gd15669:T719_RS17425	ncbip:WP_000124775.1
gd15669:T719_RS17430	ncbip:WP_000432278.1
gd15669:T719_RS17435	ncbip:WP_001549972.1
gd15669:T719_RS17440	ncbip:WP_000776433.1
gd15669:T719_RS17445	ncbip:WP_000857159.1
gd15669:T719_RS17450	ncbip:WP_001015130.1
gd15669:T719_RS17455	ncbip:WP_001092187.1
gd15669:T719_RS17460	ncbip:WP_000700852.1
gd15669:T719_RS17465	ncbip:WP_000859159.1
gd15669:T719_RS17470	ncbip:WP_000372485.1
gd15669:T719_RS17475	ncbip:WP_000036757.1
gd15669:T719_RS17480	ncbip:WP_000793596.1
gd15669:T719_RS17485	ncbip:WP_000272781.1
gd15669:T719_RS17490	ncbip:WP_000344142.1
gd15669:T719_RS17495	ncbip:WP_000249804.1
gd15669:T719_RS17500	ncbip:WP_000711814.1
gd15669:T719_RS17505	ncbip:WP_000475805.1
gd15669:T719_RS17510	ncbip:WP_001290433.1
gd15669:T719_RS17515	ncbip:WP_000969811.1
gd15669:T719_RS17520	ncbip:WP_000249647.1
gd15669:T719_RS17525	ncbip:WP_000775113.1
gd15669:T719_RS17530	ncbip:WP_000255586.1
gd15669:T719_RS17535	ncbip:WP_000819066.1
gd15669:T719_RS17540	ncbip:WP_000449218.1
gd15669:T719_RS17545	ncbip:WP_000177464.1
gd15669:T719_RS17550	ncbip:WP_000884334.1
gd15669:T719_RS17555	ncbip:WP_000207105.1
gd15669:T719_RS17560	ncbip:WP_000628050.1
gd15669:T719_RS17565	ncbip:WP_000186481.1
gd15669:T719_RS17570	ncbip:WP_001791710.1
gd15669:T719_RS17575	ncbip:WP_001081634.1
gd15669:T719_RS17580	ncbip:WP_000864305.1
gd15669:T719_RS17585	ncbip:WP_000375647.1
gd15669:T719_RS17590	ncbip:WP_000095327.1
gd15669:T719_RS17605	ncbip:WP_000101976.1
gd15669:T719_RS17610	ncbip:WP_000871607.1
gd15669:T719_RS17615	ncbip:WP_001060131.1
gd15669:T719_RS17620	ncbip:WP_001104172.1
gd15669:T719_RS17625	ncbip:WP_000088648.1
gd15669:T719_RS17630	ncbip:WP_000645780.1
gd15669:T719_RS17635	ncbip:WP_000704775.1
gd15669:T719_RS17640	ncbip:WP_000566670.1
gd15669:T719_RS17645	ncbip:WP_033854713.1
gd15669:T719_RS17650	ncbip:WP_000691527.1
gd15669:T719_RS17655	ncbip:WP_001004925.1
gd15669:T719_RS17660	ncbip:WP_000616816.1
gd15669:T719_RS17665	ncbip:WP_000119690.1
gd15669:T719_RS17670	ncbip:WP_000481279.1
gd15669:T719_RS17675	ncbip:WP_000418035.1
gd15669:T719_RS17680	ncbip:WP_000733287.1
gd15669:T719_RS17685	ncbip:WP_001096381.1
gd15669:T719_RS17690	ncbip:WP_000182645.1
gd15669:T719_RS17695	ncbip:WP_000690637.1
gd15669:T719_RS17700	ncbip:WP_001037130.1
gd15669:T719_RS17705	ncbip:WP_001105960.1
gd15669:T719_RS17715	ncbip:WP_001010137.1
gd15669:T719_RS17720	ncbip:WP_000270041.1
gd15669:T719_RS17725	ncbip:WP_001059585.1
gd15669:T719_RS17730	ncbip:WP_000369394.1
gd15669:T719_RS17735	ncbip:WP_000505741.1
gd15669:T719_RS17740	ncbip:WP_000438874.1
gd15669:T719_RS17745	ncbip:WP_000196697.1
gd15669:T719_RS17750	ncbip:WP_000583528.1
gd15669:T719_RS17755	ncbip:WP_001049146.1
gd15669:T719_RS17760	ncbip:WP_000797248.1
gd15669:T719_RS17765	ncbip:WP_000843732.1
gd15670:T721_RS0102760	ncbip:WP_001822960.1
gd15670:T721_RS0102765	ncbip:WP_001789600.1
gd15670:T721_RS0102780	ncbip:WP_001792304.1
gd15670:T721_RS0102785	ncbip:WP_001789641.1
gd15670:T721_RS0102790	ncbip:WP_031761892.1
gd15670:T721_RS0102800	ncbip:WP_001803868.1
gd15670:T721_RS0102805	ncbip:WP_001790611.1
gd15670:T721_RS0102820	ncbip:WP_001807377.1
gd15670:T721_RS0102825	ncbip:WP_001790137.1
gd15670:T721_RS0102835	ncbip:WP_001789076.1
gd15670:T721_RS0102840	ncbip:WP_001791678.1
gd15670:T721_RS0102845	ncbip:WP_001792143.1
gd15670:T721_RS0102850	ncbip:WP_000655241.1
gd15670:T721_RS0102855	ncbip:WP_000790884.1
gd15670:T721_RS0102860	ncbip:WP_031761989.1
gd15670:T721_RS0102865	ncbip:WP_001792137.1
gd15670:T721_RS0102875	ncbip:WP_001792132.1
gd15670:T721_RS0102880	ncbip:WP_001791674.1
gd15670:T721_RS0102885	ncbip:WP_001792125.1
gd15670:T721_RS0102890	ncbip:WP_001789136.1
gd15670:T721_RS0102905	ncbip:WP_001791515.1
gd15670:T721_RS0102910	ncbip:WP_001792264.1
gd15670:T721_RS0102915	ncbip:WP_001801916.1
gd15670:T721_RS0102920	ncbip:WP_001789921.1
gd15670:T721_RS0102930	ncbip:WP_001791742.1
gd15670:T721_RS0102935	ncbip:WP_001789935.1
gd15670:T721_RS0102940	ncbip:WP_031763544.1
gd15670:T721_RS0102950	ncbip:WP_001792012.1
gd15670:T721_RS0102960	ncbip:WP_001792011.1
gd15670:T721_RS0102965	ncbip:WP_000482652.1
gd15670:T721_RS0102970	ncbip:WP_001791257.1
gd15670:T721_RS0102975	ncbip:WP_001789211.1
gd15670:T721_RS0102980	ncbip:WP_001789933.1
gd15670:T721_RS0102985	ncbip:WP_001789925.1
gd15670:T721_RS0102990	ncbip:WP_001791736.1
gd15670:T721_RS0103000	ncbip:WP_001791849.1
gd15670:T721_RS0103005	ncbip:WP_001791851.1
gd15670:T721_RS0103030	ncbip:WP_001789256.1
gd15670:T721_RS0103040	ncbip:WP_031762133.1
gd15670:T721_RS0103045	ncbip:WP_001804685.1
gd15670:T721_RS0103050	ncbip:WP_001791985.1
gd15670:T721_RS0103055	ncbip:WP_001826957.1
gd15670:T721_RS0103065	ncbip:WP_001791288.1
gd15670:T721_RS0103070	ncbip:WP_001789901.1
gd15670:T721_RS0103075	ncbip:WP_001789908.1
gd15670:T721_RS0103080	ncbip:WP_001791976.1
gd15670:T721_RS0103085	ncbip:WP_001791975.1
gd15670:T721_RS0103095	ncbip:WP_010956583.1
gd15670:T721_RS0103105	ncbip:WP_001793288.1
gd15670:T721_RS0103110	ncbip:WP_001791295.1
gd15670:T721_RS0103115	ncbip:WP_001788758.1
gd15670:T721_RS0103125	ncbip:WP_001791844.1
gd15670:T721_RS0103130	ncbip:WP_001791968.1
gd15670:T721_RS0103140	ncbip:WP_001791186.1
gd15670:T721_RS0103155	ncbip:WP_001791902.1
gd15670:T721_RS0103160	ncbip:WP_001795441.1
gd15670:T721_RS0103165	ncbip:WP_025175537.1
gd15670:T721_RS0103170	ncbip:WP_001791816.1
gd15670:T721_RS0103175	ncbip:WP_001792047.1
gd15670:T721_RS0103180	ncbip:WP_001250275.1
gd15670:T721_RS0103185	ncbip:WP_001791866.1
gd15670:T721_RS0103190	ncbip:WP_001791487.1
gd15670:T721_RS0103200	ncbip:WP_001792240.1
gd15670:T721_RS0103205	ncbip:WP_000066011.1
gd15670:T721_RS0103210	ncbip:WP_001791428.1
gd15670:T721_RS0103215	ncbip:WP_000631574.1
gd15670:T721_RS0103220	ncbip:WP_001193834.1
gd15670:T721_RS0103225	ncbip:WP_001790628.1
gd15670:T721_RS0103230	ncbip:WP_001790000.1
gd15670:T721_RS0103240	ncbip:WP_001789382.1
gd15670:T721_RS0103250	ncbip:WP_001790237.1
gd15670:T721_RS0103255	ncbip:WP_000389759.1
gd15670:T721_RS0103260	ncbip:WP_001791833.1
gd15670:T721_RS0103265	ncbip:WP_001789407.1
gd15670:T721_RS0103275	ncbip:WP_000982808.1
gd15670:T721_RS0103285	ncbip:WP_031762187.1
gd15670:T721_RS0103290	ncbip:WP_001792874.1
gd15670:T721_RS0103295	ncbip:WP_001791329.1
gd15670:T721_RS0103300	ncbip:WP_031762189.1
gd15670:T721_RS0103310	ncbip:WP_000918562.1
gd15670:T721_RS0103315	ncbip:WP_001789860.1
gd15670:T721_RS0103320	ncbip:WP_000471212.1
gd15670:T721_RS0103325	ncbip:WP_001790582.1
gd15670:T721_RS0103330	ncbip:WP_001802007.1
gd15670:T721_RS0103335	ncbip:WP_000093031.1
gd15670:T721_RS0103340	ncbip:WP_001790583.1
gd15670:T721_RS0103345	ncbip:WP_001792762.1
gd15670:T721_RS0103350	ncbip:WP_000211677.1
gd15670:T721_RS0103355	ncbip:WP_001792089.1
gd15670:T721_RS0103360	ncbip:WP_001792090.1
gd15670:T721_RS0103365	ncbip:WP_031762269.1
gd15670:T721_RS0103370	ncbip:WP_001127681.1
gd15670:T721_RS0103375	ncbip:WP_000378915.1
gd15670:T721_RS0103385	ncbip:WP_025174443.1
gd15670:T721_RS0103395	ncbip:WP_000123914.1
gd15670:T721_RS0103400	ncbip:WP_000840602.1
gd15670:T721_RS0103410	ncbip:WP_001790076.1
