gene	uniprot
hsa:HSA_18105045	uniplot:Q96KK5
hsa:HSA_18105048	uniplot:O60814
hsa:HSA_18105048	uniplot:A0A024RCL8
hsa:HSA_181337167	uniplot:Q8TBB6
hsa:HSA_18139549	uniplot:Q8WTS6
hsa:HSA_18254460	uniplot:Q96A44
hsa:HSA_18254476	uniplot:Q5HYF3
hsa:HSA_18254476	uniplot:Q8WWX0
hsa:HSA_182765480	uniplot:Q5JXM2
hsa:HSA_183227703	uniplot:Q9Y2Z2
hsa:HSA_18390347	uniplot:Q8WXE1
hsa:HSA_18390347	uniplot:A0A024R2U4
hsa:HSA_18426902	uniplot:Q96S55
hsa:HSA_18490982	uniplot:Q9BXY4
hsa:HSA_185136049	uniplot:A6NGY1
hsa:HSA_18594496	uniplot:Q9H0Y0
hsa:HSA_18640736	uniplot:Q8WYK0
hsa:HSA_18677770	uniplot:Q8TF63
hsa:HSA_186910188	uniplot:Q5JSQ8
hsa:HSA_186928844	uniplot:Q2M1Z3
hsa:HSA_18699730	uniplot:Q8TF71
hsa:HSA_187167261	uniplot:Q9HC23
hsa:HSA_187607085	uniplot:Q8TBB1
hsa:HSA_187608446	uniplot:Q5H8A4
hsa:HSA_187608726	uniplot:P62633
hsa:HSA_187761317	uniplot:Q6N021
hsa:HSA_187761317	uniplot:A0A158SIU0
hsa:HSA_187761337	uniplot:Q86T26
hsa:HSA_187936935	uniplot:Q8IYS0
hsa:HSA_187936961	uniplot:A0AVI4
hsa:HSA_187960086	uniplot:Q6ZWL3
hsa:HSA_188035924	uniplot:P49419
hsa:HSA_188219549	uniplot:I6L9F1
hsa:HSA_188219549	uniplot:Q9BQI6
hsa:HSA_188497703	uniplot:Q13275
hsa:HSA_188528663	uniplot:Q92959
hsa:HSA_188536047	uniplot:Q58EY4
hsa:HSA_188536047	uniplot:Q92922
hsa:HSA_189011566	uniplot:P25054
hsa:HSA_189011566	uniplot:Q4LE70
hsa:HSA_189027090	uniplot:Q17RY0
hsa:HSA_189027121	uniplot:Q5T1Q4
hsa:HSA_189027129	uniplot:Q6L8Q7
hsa:HSA_189083724	uniplot:P14867
hsa:HSA_189083762	uniplot:P18507
hsa:HSA_189083786	uniplot:A8K1Z4
hsa:HSA_189083786	uniplot:P42702
hsa:HSA_189095271	uniplot:Q13093
hsa:HSA_189163501	uniplot:Q9NQ38
hsa:HSA_189217863	uniplot:Q9NQE9
hsa:HSA_189217874	uniplot:Q8IZ57
hsa:HSA_189217917	uniplot:Q7Z6J4
hsa:HSA_189458812	uniplot:Q04446
hsa:HSA_189458812	uniplot:Q59ET0
hsa:HSA_189458817	uniplot:A8K6Q8
hsa:HSA_189458817	uniplot:P02786
hsa:HSA_189458817	uniplot:Q7Z3E0
hsa:HSA_189491628	uniplot:Q9NRM1
hsa:HSA_189491660	uniplot:Q16880
hsa:HSA_189491748	uniplot:P54253
hsa:HSA_189491748	uniplot:Q96FF1
hsa:HSA_189571691	uniplot:Q8NC69
hsa:HSA_18959212	uniplot:B2LYG3
hsa:HSA_18959212	uniplot:Q9BZM3
hsa:HSA_190014610	uniplot:O94876
hsa:HSA_190194355	uniplot:Q8TCG1
hsa:HSA_190194377	uniplot:Q9NRQ2
hsa:HSA_190194384	uniplot:Q9BXB7
hsa:HSA_190194384	uniplot:A0A140VJV8
hsa:HSA_190194389	uniplot:P16662
hsa:HSA_190194423	uniplot:Q14515
hsa:HSA_190194423	uniplot:A0A024RDE1
hsa:HSA_190341087	uniplot:Q9BUD6
hsa:HSA_190358499	uniplot:Q63HQ0
hsa:HSA_190358499	uniplot:A0A024RDK6
hsa:HSA_190358512	uniplot:Q9NVA4
hsa:HSA_190358520	uniplot:Q8N475
hsa:HSA_190358532	uniplot:Q9H4L7
hsa:HSA_190570186	uniplot:Q5JS54
hsa:HSA_190883486	uniplot:Q3MJ62
hsa:HSA_190885493	uniplot:Q96LK0
hsa:HSA_190885495	uniplot:Q9NR81
hsa:HSA_19115960	uniplot:B3KXW6
hsa:HSA_19115960	uniplot:Q8TEZ7
hsa:HSA_191252816	uniplot:P0C7U0
hsa:HSA_193083157	uniplot:Q96HR8
hsa:HSA_193083183	uniplot:Q9UMS6
hsa:HSA_193083197	uniplot:Q8WVY7
hsa:HSA_19311006	uniplot:Q8TAE6
hsa:HSA_193211480	uniplot:P42285
hsa:HSA_193211480	uniplot:Q3MHC9
hsa:HSA_193290128	uniplot:Q9Y6A9
hsa:HSA_193290128	uniplot:X6R2S6
hsa:HSA_193788653	uniplot:A6NMK8
hsa:HSA_193804858	uniplot:Q9UM08
hsa:HSA_194018457	uniplot:E5D8G0
hsa:HSA_194018457	uniplot:Q49A17
hsa:HSA_194018492	uniplot:Q6ZWK6
hsa:HSA_194018524	uniplot:Q96N87
hsa:HSA_194018570	uniplot:Q9NWR8
hsa:HSA_194097325	uniplot:P12104
hsa:HSA_194097327	uniplot:P18505
hsa:HSA_194097327	uniplot:X5DNL6
hsa:HSA_194097398	uniplot:P23470
hsa:HSA_194097398	uniplot:Q49A02
hsa:HSA_194239713	uniplot:Q0P5U8
hsa:HSA_194239713	uniplot:Q6Q4G3
hsa:HSA_194248057	uniplot:P17677
hsa:HSA_194294543	uniplot:Q9Y5P4
hsa:HSA_194294562	uniplot:Q9BPV8
hsa:HSA_194328729	uniplot:P10242
hsa:HSA_194328734	uniplot:Q8WUB8
hsa:HSA_194440660	uniplot:A0AV47
hsa:HSA_194440660	uniplot:A7E2X7
hsa:HSA_194440660	uniplot:Q05BV8
hsa:HSA_194440660	uniplot:Q92547
hsa:HSA_194473700	uniplot:Q96DR7
hsa:HSA_194473700	uniplot:A0A140VJU4
hsa:HSA_194473714	uniplot:Q9BS40
hsa:HSA_194578888	uniplot:O14967
hsa:HSA_194578888	uniplot:A0A140VKG2
hsa:HSA_194578909	uniplot:P06730
hsa:HSA_194595472	uniplot:Q02108
hsa:HSA_194733747	uniplot:Q8WWN9
hsa:HSA_195222737	uniplot:Q9NZF1
hsa:HSA_195222737	uniplot:X2BQ60
hsa:HSA_195232759	uniplot:Q9UKF5
hsa:HSA_195232759	uniplot:A0A140VJD8
hsa:HSA_19526773	uniplot:Q9NT62
hsa:HSA_19557656	uniplot:P04908
hsa:HSA_19557656	uniplot:Q08AJ9
hsa:HSA_195927002	uniplot:P41182
hsa:HSA_195963316	uniplot:Q96N64
hsa:HSA_195972864	uniplot:P51161
hsa:HSA_195972890	uniplot:O94901
hsa:HSA_195976771	uniplot:Q9NSE2
hsa:HSA_195976807	uniplot:P09455
hsa:HSA_195976807	uniplot:A0A0A0MQT0
hsa:HSA_197100526	uniplot:Q8TAC1
hsa:HSA_197100900	uniplot:Q9BZI1
hsa:HSA_197116348	uniplot:P15309
hsa:HSA_197116386	uniplot:Q9H857
hsa:HSA_19718734	uniplot:O60603
hsa:HSA_19718734	uniplot:A0A0S2Z4S4
hsa:HSA_197304686	uniplot:Q9NPG8
hsa:HSA_197304686	uniplot:A0A024QZS8
hsa:HSA_197313654	uniplot:Q9NVR7
hsa:HSA_197313730	uniplot:Q86SQ0
hsa:HSA_197333715	uniplot:Q5JPI3
hsa:HSA_197333755	uniplot:Q12894
hsa:HSA_197333800	uniplot:Q969Y0
hsa:HSA_197333817	uniplot:Q8IYB1
hsa:HSA_197382708	uniplot:Q8N5X7
hsa:HSA_197927160	uniplot:A5JJ20
hsa:HSA_197927201	uniplot:Q96B49
hsa:HSA_197927231	uniplot:Q6ZRP0
hsa:HSA_197927236	uniplot:A6NEV1
hsa:HSA_197927261	uniplot:Q8TBZ6
hsa:HSA_197927261	uniplot:V9HVY8
hsa:HSA_197927448	uniplot:B3KRR8
hsa:HSA_197927448	uniplot:Q9H9M3
hsa:HSA_197927448	uniplot:Q9NNW5
hsa:HSA_197927448	uniplot:A0A087X295
hsa:HSA_198041768	uniplot:Q7Z2Q7
hsa:HSA_198041777	uniplot:Q9UI26
hsa:HSA_19913424	uniplot:P38606
hsa:HSA_19923181	uniplot:P50479
hsa:HSA_19923229	uniplot:Q06190
hsa:HSA_19923387	uniplot:P52298
hsa:HSA_19923399	uniplot:Q9UN86
hsa:HSA_19923399	uniplot:A0A024RDE5
hsa:HSA_19923586	uniplot:Q96L73
hsa:HSA_19923590	uniplot:Q0VDI3
hsa:HSA_19923590	uniplot:A0A024R0B8
hsa:HSA_19923592	uniplot:Q9BXB4
hsa:HSA_19923592	uniplot:A0A140VJQ6
hsa:HSA_19923642	uniplot:Q969F9
hsa:HSA_19923717	uniplot:Q8TDB6
hsa:HSA_19923796	uniplot:Q96D46
hsa:HSA_19923927	uniplot:Q969F1
hsa:HSA_19923985	uniplot:Q96E17
hsa:HSA_19924129	uniplot:A5D6Y3
hsa:HSA_19924129	uniplot:Q92878
hsa:HSA_20070284	uniplot:Q4W5J1
hsa:HSA_20070284	uniplot:Q9ULC0
hsa:HSA_20070323	uniplot:Q8TAD4
hsa:HSA_20070352	uniplot:P23769
hsa:HSA_20127446	uniplot:L7RT22
hsa:HSA_20127446	uniplot:P18084
hsa:HSA_20127457	uniplot:P46976
hsa:HSA_20127517	uniplot:Q9BUL8
hsa:HSA_20143971	uniplot:B2R933
hsa:HSA_20143971	uniplot:Q9Y2C9
hsa:HSA_20143973	uniplot:Q96QV1
hsa:HSA_20149540	uniplot:D0PNI2
hsa:HSA_20149540	uniplot:P28300
hsa:HSA_20149565	uniplot:O95715
hsa:HSA_20149583	uniplot:P53370
hsa:HSA_20149594	uniplot:P08238
hsa:HSA_20149594	uniplot:A0A024RD80
hsa:HSA_20270243	uniplot:Q96E22
hsa:HSA_20270311	uniplot:Q96AG3
hsa:HSA_20270327	uniplot:Q96CE8
hsa:HSA_20270365	uniplot:Q8TD46
hsa:HSA_20270371	uniplot:Q96DG6
hsa:HSA_20270389	uniplot:Q9BW72
hsa:HSA_20270389	uniplot:A0A024R7Q3
hsa:HSA_20302038	uniplot:Q9NU53
hsa:HSA_20336242	uniplot:P29120
hsa:HSA_20336272	uniplot:Q9H2B4
hsa:HSA_20336274	uniplot:Q9H2B4
hsa:HSA_20336754	uniplot:P06899
hsa:HSA_20336754	uniplot:A0A024RCJ2
hsa:HSA_205360932	uniplot:Q53EP0
hsa:HSA_205361109	uniplot:B7Z4G1
hsa:HSA_205361109	uniplot:Q6DN14
hsa:HSA_20544168	uniplot:P22492
hsa:HSA_205830403	uniplot:Q9C0K1
hsa:HSA_205830403	uniplot:A0A024RDG0
hsa:HSA_206597452	uniplot:Q9BXJ2
hsa:HSA_206597554	uniplot:Q6P093
hsa:HSA_206725430	uniplot:Q96LW9
hsa:HSA_206725430	uniplot:Q96QL1
hsa:HSA_206725430	uniplot:A0A024RCL4
hsa:HSA_207440661	uniplot:P0DJ93
hsa:HSA_207450711	uniplot:Q7Z6I8
hsa:HSA_208431793	uniplot:Q9NSJ5
hsa:HSA_208431793	uniplot:Q9UJW0
hsa:HSA_208973246	uniplot:P09417
hsa:HSA_208973246	uniplot:A0A140VKA9
hsa:HSA_20911035	uniplot:Q8WUA2
hsa:HSA_209364544	uniplot:Q9H4D0
hsa:HSA_209571515	uniplot:Q765I0
hsa:HSA_209862909	uniplot:Q86W33
hsa:HSA_20986512	uniplot:Q16539
hsa:HSA_20986512	uniplot:A0A024RD15
hsa:HSA_209870092	uniplot:B4DU55
hsa:HSA_209954680	uniplot:C9J202
hsa:HSA_210031233	uniplot:Q9NQX0
hsa:HSA_210032110	uniplot:Q7Z5P4
hsa:HSA_210147407	uniplot:Q8NHU3
hsa:HSA_210147407	uniplot:A0A024RDH4
hsa:HSA_210147493	uniplot:Q6UXF1
hsa:HSA_210147522	uniplot:Q9HCJ5
hsa:HSA_21040247	uniplot:Q96DR4
hsa:HSA_21071021	uniplot:P68431
hsa:HSA_21071032	uniplot:Q9UJV9
hsa:HSA_21166359	uniplot:Q8WTQ7
hsa:HSA_21166389	uniplot:P62807
hsa:HSA_21166389	uniplot:B2R4S9
hsa:HSA_211971092	uniplot:Q6ZV65
hsa:HSA_212274327	uniplot:Q8IW70
hsa:HSA_21237736	uniplot:P45984
hsa:HSA_21245106	uniplot:Q8WWY8
hsa:HSA_21245124	uniplot:Q96M93
hsa:HSA_212549532	uniplot:Q9UKL3
hsa:HSA_212549576	uniplot:B4DXR9
hsa:HSA_21264324	uniplot:Q96RJ0
hsa:HSA_21264583	uniplot:P62079
hsa:HSA_21264592	uniplot:A7E2A5
hsa:HSA_21264592	uniplot:Q8WZ64
hsa:HSA_21265040	uniplot:Q9NWU5
hsa:HSA_21265070	uniplot:Q5T653
hsa:HSA_21265080	uniplot:Q9H0U6
hsa:HSA_21265101	uniplot:P30408
hsa:HSA_21281677	uniplot:Q8NI36
hsa:HSA_21313638	uniplot:Q8N0V4
hsa:HSA_21314619	uniplot:Q92629
hsa:HSA_21314774	uniplot:Q8N103
hsa:HSA_213417737	uniplot:Q9NTX5
hsa:HSA_21359920	uniplot:Q9HAT0
hsa:HSA_21359920	uniplot:A0A140VKB2
hsa:HSA_21359945	uniplot:Q9BPX3
hsa:HSA_21359947	uniplot:Q9HBV1
hsa:HSA_21361091	uniplot:P09936
hsa:HSA_21361091	uniplot:V9HW74
hsa:HSA_21361116	uniplot:P13611
hsa:HSA_21361116	uniplot:Q59FG9
hsa:HSA_21361116	uniplot:A0A024RAQ9
hsa:HSA_21361159	uniplot:Q15007
hsa:HSA_21361183	uniplot:Q99697
hsa:HSA_21361241	uniplot:P29320
hsa:HSA_21361241	uniplot:Q6P4R6
hsa:HSA_21361241	uniplot:A0A140VJJ0
hsa:HSA_21361274	uniplot:Q04900
hsa:HSA_21361320	uniplot:Q92734
hsa:HSA_21361340	uniplot:P49841
hsa:HSA_21361497	uniplot:Q9H845
hsa:HSA_21361543	uniplot:Q9BWX1
hsa:HSA_21361543	uniplot:A0A024R336
hsa:HSA_21361625	uniplot:Q96KP1
hsa:HSA_21361625	uniplot:A0A024QZT2
hsa:HSA_21361741	uniplot:Q9NP79
hsa:HSA_21361875	uniplot:Q96GA3
hsa:HSA_21361937	uniplot:Q8TB68
hsa:HSA_21361937	uniplot:A0A024R7R8
hsa:HSA_21361944	uniplot:Q542Y6
hsa:HSA_21361944	uniplot:Q9BZM1
hsa:HSA_21362018	uniplot:Q8WUF8
hsa:HSA_21362018	uniplot:A0A024RAL9
hsa:HSA_21362092	uniplot:Q53EU6
hsa:HSA_21362092	uniplot:A0A024RDG5
hsa:HSA_21362098	uniplot:Q96G75
hsa:HSA_21389479	uniplot:Q96KX1
hsa:HSA_21389507	uniplot:Q8TBB0
hsa:HSA_21389507	uniplot:A0A024RDF9
hsa:HSA_21389511	uniplot:Q96NC0
hsa:HSA_21396484	uniplot:P62807
hsa:HSA_21396484	uniplot:B2R4S9
hsa:HSA_21450675	uniplot:Q8TBY0
hsa:HSA_21450753	uniplot:Q496A3
hsa:HSA_21450830	uniplot:Q05CR9
hsa:HSA_21450830	uniplot:Q9Y530
hsa:HSA_21450830	uniplot:A0A024RCY9
hsa:HSA_21489959	uniplot:P01591
hsa:HSA_21493022	uniplot:Q02952
hsa:HSA_21493022	uniplot:Q86TJ9
hsa:HSA_215276987	uniplot:A8K987
hsa:HSA_215276987	uniplot:P09210
hsa:HSA_215276987	uniplot:A0A140VKE2
hsa:HSA_21536449	uniplot:O60925
hsa:HSA_215422375	uniplot:Q14511
hsa:HSA_215422375	uniplot:A0A024QZV9
hsa:HSA_215490011	uniplot:Q12904
hsa:HSA_21553317	uniplot:Q8WV19
hsa:HSA_21553331	uniplot:Q8TD20
hsa:HSA_215598688	uniplot:Q92995
hsa:HSA_215598688	uniplot:A0A0A6YZ17
hsa:HSA_215599570	uniplot:Q9P0P8
hsa:HSA_215599570	uniplot:A0A0D9SEI0
hsa:HSA_215599670	uniplot:Q16612
hsa:HSA_215820630	uniplot:Q86VX9
hsa:HSA_215820630	uniplot:X6R3V9
hsa:HSA_215983090	uniplot:O95843
hsa:HSA_21614542	uniplot:P81133
hsa:HSA_21618327	uniplot:E0XEN6
hsa:HSA_21618327	uniplot:Q12951
hsa:HSA_21626466	uniplot:P43243
hsa:HSA_21626466	uniplot:Q9H4N1
hsa:HSA_21626466	uniplot:A0A0R4J2E8
hsa:HSA_21687001	uniplot:Q96D03
hsa:HSA_21687102	uniplot:Q96DA6
hsa:HSA_21687102	uniplot:A0A0S2Z5X1
hsa:HSA_21687119	uniplot:Q8TC71
hsa:HSA_21687119	uniplot:A0A140VKF4
hsa:HSA_21687127	uniplot:Q96BQ5
hsa:HSA_21687129	uniplot:Q8WVJ2
hsa:HSA_217035093	uniplot:P29973
hsa:HSA_217035113	uniplot:Q86UW1
hsa:HSA_21703710	uniplot:Q8N114
hsa:HSA_21717810	uniplot:Q8N0V5
hsa:HSA_217272802	uniplot:O75330
hsa:HSA_217272863	uniplot:O15460
hsa:HSA_217272863	uniplot:Q05DA4
hsa:HSA_217330646	uniplot:P53999
hsa:HSA_217330646	uniplot:Q6IBA2
hsa:HSA_217330656	uniplot:Q14154
hsa:HSA_21735562	uniplot:O43318
hsa:HSA_21735592	uniplot:Q16342
hsa:HSA_217416388	uniplot:A8MQ27
hsa:HSA_218777830	uniplot:A8K1M0
hsa:HSA_218777830	uniplot:Q5TAQ4
hsa:HSA_218777830	uniplot:Q96PC2
hsa:HSA_218931251	uniplot:Q8NCG7
hsa:HSA_21918872	uniplot:Q8WV93
hsa:HSA_219521876	uniplot:O00141
hsa:HSA_22035624	uniplot:Q92903
hsa:HSA_22035624	uniplot:A0A024RDG8
hsa:HSA_22035629	uniplot:Q16873
hsa:HSA_22035694	uniplot:O60609
hsa:HSA_221139714	uniplot:Q9BYD9
hsa:HSA_221139802	uniplot:A8KAI7
hsa:HSA_221139802	uniplot:Q9BX46
hsa:HSA_221139904	uniplot:Q9P0N9
hsa:HSA_221139904	uniplot:A0A024QZX0
hsa:HSA_22129776	uniplot:P83110
hsa:HSA_221307494	uniplot:Q9Y232
hsa:HSA_221316588	uniplot:Q49AI2
hsa:HSA_221316588	uniplot:Q86WA6
hsa:HSA_221316654	uniplot:Q9Y5X5
hsa:HSA_221316749	uniplot:P15088
hsa:HSA_221554537	uniplot:Q7L591
hsa:HSA_221554537	uniplot:A0A024R7M5
hsa:HSA_22202606	uniplot:Q8NE79
hsa:HSA_222080109	uniplot:O43614
hsa:HSA_222080109	uniplot:S4X0W3
hsa:HSA_22208967	uniplot:P17096
hsa:HSA_222144221	uniplot:P05230
hsa:HSA_222144293	uniplot:P52294
hsa:HSA_22219477	uniplot:Q8IY51
hsa:HSA_222352135	uniplot:Q569G3
hsa:HSA_222352149	uniplot:Q9NXZ2
hsa:HSA_222352161	uniplot:Q9P241
hsa:HSA_222352168	uniplot:A6NFN9
hsa:HSA_222352168	uniplot:E9PHT4
hsa:HSA_222418587	uniplot:Q9ULI1
hsa:HSA_222418629	uniplot:Q8NBW4
hsa:HSA_222418629	uniplot:A0A024QZR9
hsa:HSA_222418631	uniplot:Q495M3
hsa:HSA_222418633	uniplot:Q8TC56
hsa:HSA_222418633	uniplot:A0A140VJJ4
hsa:HSA_222418645	uniplot:Q8TAX7
hsa:HSA_222537714	uniplot:Q8N3L3
hsa:HSA_222831590	uniplot:Q9H0R6
hsa:HSA_222831595	uniplot:Q6B0F7
hsa:HSA_222831595	uniplot:Q8IY21
hsa:HSA_222831595	uniplot:Q9H616
hsa:HSA_222831595	uniplot:Q9NXV7
hsa:HSA_222831628	uniplot:A8MTL0
hsa:HSA_222831633	uniplot:Q5SZD4
hsa:HSA_222831664	uniplot:Q99676
hsa:HSA_222831664	uniplot:A0A024RCM2
hsa:HSA_223029418	uniplot:P12757
hsa:HSA_223029424	uniplot:Q9H089
hsa:HSA_223278403	uniplot:A4D2P6
hsa:HSA_223468600	uniplot:B4DR62
hsa:HSA_223468600	uniplot:Q96KR4
hsa:HSA_223468602	uniplot:B9ZVM9
hsa:HSA_223468665	uniplot:A6NGY3
hsa:HSA_223633919	uniplot:P0CF97
hsa:HSA_223633986	uniplot:O14804
hsa:HSA_223633991	uniplot:O95497
hsa:HSA_223646109	uniplot:C9JC47
hsa:HSA_223718246	uniplot:Q14651
hsa:HSA_223972645	uniplot:Q6ZSB9
hsa:HSA_224177528	uniplot:Q8N5G0
hsa:HSA_224451077	uniplot:Q9C0F1
hsa:HSA_224586773	uniplot:A4FU28
hsa:HSA_224586796	uniplot:Q9BY21
hsa:HSA_224586894	uniplot:Q5SZD1
hsa:HSA_224586894	uniplot:A0A024RD72
hsa:HSA_224589127	uniplot:P57088
hsa:HSA_224589127	uniplot:A0A024R9W7
hsa:HSA_224589135	uniplot:J3KNF6
hsa:HSA_224589135	uniplot:Q6NW40
hsa:HSA_224591401	uniplot:Q8TCG2
hsa:HSA_224591430	uniplot:Q9NX58
hsa:HSA_224809327	uniplot:Q13451
hsa:HSA_224809466	uniplot:P58335
hsa:HSA_224809478	uniplot:Q9P0K7
hsa:HSA_224994203	uniplot:O76024
hsa:HSA_224994203	uniplot:A0A0S2Z4V6
hsa:HSA_22538811	uniplot:A0N0Q3
hsa:HSA_22538811	uniplot:Q9NRJ3
hsa:HSA_22547182	uniplot:Q15915
hsa:HSA_225637560	uniplot:B4DM56
hsa:HSA_225637560	uniplot:Q8NG66
hsa:HSA_225690487	uniplot:Q5JTD0
hsa:HSA_225690602	uniplot:P37840
hsa:HSA_225903367	uniplot:P23415
hsa:HSA_226371706	uniplot:Q8IXQ6
hsa:HSA_226371723	uniplot:Q0JRZ9
hsa:HSA_226371746	uniplot:Q16348
hsa:HSA_226423947	uniplot:Q6PIU2
hsa:HSA_226423947	uniplot:A0A0A0MTJ9
hsa:HSA_226437571	uniplot:Q9BUJ0
hsa:HSA_226442751	uniplot:A6NCL1
hsa:HSA_226442763	uniplot:Q8NBM8
hsa:HSA_226528280	uniplot:Q9UIL1
hsa:HSA_226529863	uniplot:Q96H15
hsa:HSA_226532848	uniplot:Q8N6M9
hsa:HSA_22748649	uniplot:B7Z3R9
hsa:HSA_22748649	uniplot:Q8TE99
hsa:HSA_22748649	uniplot:Q9NT50
hsa:HSA_22748853	uniplot:Q8N8J7
hsa:HSA_22748937	uniplot:Q9HAV4
hsa:HSA_22749129	uniplot:Q0VAM2
hsa:HSA_22749269	uniplot:Q495X7
hsa:HSA_22749279	uniplot:Q8N895
hsa:HSA_22749377	uniplot:Q9H819
hsa:HSA_22749379	uniplot:Q8N292
hsa:HSA_22749379	uniplot:A0A024QZS2
hsa:HSA_22749455	uniplot:Q8N6D2
hsa:HSA_22749455	uniplot:A0A024QZW5
hsa:HSA_227497736	uniplot:Q8NFY9
hsa:HSA_227498137	uniplot:B3KRI4
hsa:HSA_227498137	uniplot:Q9NUQ7
hsa:HSA_228008291	uniplot:O60506
hsa:HSA_229090471	uniplot:Q8WW35
hsa:HSA_229331967	uniplot:Q9BVS4
hsa:HSA_229576873	uniplot:Q6X9E4
hsa:HSA_229577123	uniplot:Q5JU00
hsa:HSA_229577236	uniplot:Q5TGU0
hsa:HSA_229577354	uniplot:Q8N6M8
hsa:HSA_229608967	uniplot:Q9BXG8
hsa:HSA_229608967	uniplot:A0A140VKA5
hsa:HSA_23111038	uniplot:O60749
hsa:HSA_23199987	uniplot:Q86VZ2
hsa:HSA_23308541	uniplot:Q96MZ4
hsa:HSA_23308574	uniplot:Q9C004
hsa:HSA_23308574	uniplot:A0A0C4DFS6
hsa:HSA_23308591	uniplot:Q540F3
hsa:HSA_23308591	uniplot:Q8NFU4
hsa:HSA_23308722	uniplot:P33981
hsa:HSA_23312386	uniplot:O14830
hsa:HSA_23312392	uniplot:B3KNK0
hsa:HSA_23312392	uniplot:Q4W5G0
hsa:HSA_23312392	uniplot:V9HWD1
hsa:HSA_23397475	uniplot:Q8WUU8
hsa:HSA_23397475	uniplot:A0A024RAN0
hsa:HSA_23463326	uniplot:Q8N7G0
hsa:HSA_23503241	uniplot:Q8NHS0
hsa:HSA_23503241	uniplot:A0A140VJI2
hsa:HSA_23503267	uniplot:Q6UWR7
hsa:HSA_23503303	uniplot:Q8IY84
hsa:HSA_23503317	uniplot:Q2M329
hsa:HSA_23510335	uniplot:Q92551
hsa:HSA_23510335	uniplot:A0A024R2X2
hsa:HSA_23510346	uniplot:Q68CQ7
hsa:HSA_23510346	uniplot:A0A024R313
hsa:HSA_23510356	uniplot:Q9BRS2
hsa:HSA_23618867	uniplot:Q9H9B4
hsa:HSA_236462079	uniplot:Q9NR82
hsa:HSA_237681067	uniplot:P21554
hsa:HSA_237681067	uniplot:S5TLS4
hsa:HSA_238231453	uniplot:Q16829
hsa:HSA_238859647	uniplot:Q6ZMH4
hsa:HSA_238859647	uniplot:Q96K78
hsa:HSA_238908524	uniplot:E7EW31
hsa:HSA_23943858	uniplot:Q9Y5X2
hsa:HSA_23943912	uniplot:Q99570
hsa:HSA_239735596	uniplot:Q8WVE6
hsa:HSA_239787092	uniplot:Q8NFZ5
hsa:HSA_241982802	uniplot:Q12766
hsa:HSA_241982802	uniplot:Q562E5
hsa:HSA_24234688	uniplot:P38646
hsa:HSA_24307911	uniplot:Q92484
hsa:HSA_24307939	uniplot:P48643
hsa:HSA_24307939	uniplot:V9HW37
hsa:HSA_24307983	uniplot:Q8N1G2
hsa:HSA_24308039	uniplot:O94874
hsa:HSA_24308049	uniplot:Q96BP3
hsa:HSA_24308073	uniplot:Q9H3S7
hsa:HSA_24308141	uniplot:Q96EQ0
hsa:HSA_24308213	uniplot:Q9NRX5
hsa:HSA_24308223	uniplot:Q8NCU4
hsa:HSA_24308229	uniplot:Q5TZC3
hsa:HSA_24308229	uniplot:Q9BY11
hsa:HSA_24308241	uniplot:Q8N680
hsa:HSA_24308265	uniplot:Q9HCE5
hsa:HSA_24308273	uniplot:Q9P1F3
hsa:HSA_24308295	uniplot:Q9HAV7
hsa:HSA_24308336	uniplot:Q5TGI0
hsa:HSA_24308350	uniplot:Q96EU6
hsa:HSA_24308414	uniplot:Q96EP9
hsa:HSA_24308454	uniplot:Q8N5C1
hsa:HSA_24308514	uniplot:Q7RTV2
hsa:HSA_24371241	uniplot:Q8IZN3
hsa:HSA_24371268	uniplot:Q96NT1
hsa:HSA_24430144	uniplot:Q16772
hsa:HSA_24430149	uniplot:O75694
hsa:HSA_24430149	uniplot:A0A024R071
hsa:HSA_24430219	uniplot:O60595
hsa:HSA_24430219	uniplot:P29459
hsa:HSA_24431987	uniplot:Q9NWH2
hsa:HSA_24475863	uniplot:Q8IZA3
hsa:HSA_24497438	uniplot:P29460
hsa:HSA_24497490	uniplot:Q9H015
hsa:HSA_24497531	uniplot:P57679
hsa:HSA_24497562	uniplot:Q12794
hsa:HSA_24497562	uniplot:A0A024R2X3
hsa:HSA_24586679	uniplot:Q96A08
hsa:HSA_24797106	uniplot:Q96CS3
hsa:HSA_24797145	uniplot:Q9Y5W7
hsa:HSA_25014099	uniplot:Q9Y6D0
hsa:HSA_25092737	uniplot:Q96QV6
hsa:HSA_25121982	uniplot:P54107
hsa:HSA_25121982	uniplot:A0A0K0K1I1
hsa:HSA_253683544	uniplot:Q96KW2
hsa:HSA_254692968	uniplot:Q70Z44
hsa:HSA_254750647	uniplot:O60902
hsa:HSA_256000767	uniplot:Q86XX4
hsa:HSA_256222411	uniplot:O75369
hsa:HSA_256574774	uniplot:A6NML5
hsa:HSA_256574784	uniplot:A6NCL7
hsa:HSA_256574788	uniplot:A6NKW6
hsa:HSA_256574796	uniplot:A6NI87
hsa:HSA_256574805	uniplot:Q5T0Z8
hsa:HSA_256600196	uniplot:B2RTU6
hsa:HSA_256600196	uniplot:Q8TEU7
hsa:HSA_256600206	uniplot:O43167
hsa:HSA_256600228	uniplot:Q495A1
hsa:HSA_256600247	uniplot:Q5TEZ5
hsa:HSA_256773207	uniplot:A6NC05
